
Species with high confidence:

.-------------------------------+-------+------------------+---------------+--------------+------------+-----------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------.
| Species                       | taxID | Genomic-distance | Shared-hashes | Completeness | Redundancy | Bin             | Scaffolds_in_Bin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
+-------------------------------+-------+------------------+---------------+--------------+------------+-----------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Bacillus spizizenii           | 96241 | 0.029            | 372/1000      | 0.9810       | 1.0000     | final_contigs_4 | k141_15589,k141_15608,k141_10578,k141_8219,k141_15672,k141_1691,k141_5191,k141_4225,k141_11228,k141_14511,k141_4345,k141_13201,k141_13204,k141_4423,k141_11314,k141_5597,k141_11454,k141_16380,k141_9677,k141_5679,k141_5834,k141_13663,k141_4968                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Enterococcus faecalis         | 1351  | 0.029            | 375/1000      | 0.6857       | 1.0278     | final_contigs_7 | k141_2640,k141_11793,k141_9478,k141_9501,k141_970,k141_13047,k141_5280,k141_18929,k141_8924,k141_2478,k141_12196,k141_12280,k141_9663,k141_4559,k141_15232,k141_12430,k141_20313,k141_5677,k141_4887,k141_9915,k141_20643                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| Pseudomonas aeruginosa        | 287   | 0.008            | 740/1000      | 0.9048       | 1.0105     | final_contigs_2 | k141_19456,k141_173,k141_1433,k141_12986,k141_19549,k141_11726,k141_358,k141_9432,k141_465,k141_518,k141_3003,k141_19849,k141_13025,k141_16899,k141_6557,k141_8394,k141_10864,k141_16908,k141_13039,k141_16916,k141_3294,k141_5196,k141_19877,k141_15761,k141_20073,k141_13071,k141_3568,k141_15777,k141_8775,k141_2154,k141_5289,k141_9001,k141_5292,k141_11968,k141_11990,k141_19059,k141_12009,k141_17223,k141_11290,k141_13259,k141_5328,k141_14870,k141_16019,k141_12427,k141_19372,k141_7047,k141_4654,k141_12442,k141_5649,k141_13419,k141_11538,k141_12463,k141_20450,k141_4873,k141_7519,k141_12684,k141_20659,k141_13816,k141_12756,k141_14195                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Listeria monocytogenes        | 1639  | 0.018            | 519/1000      | 1.0000       | 1.3619     | final_contigs_3 | k141_7796,k141_61,k141_11725,k141_10422,k141_10451,k141_215,k141_7848,k141_1424,k141_15669,k141_3978,k141_7972,k141_10612,k141_10616,k141_9330,k141_19694,k141_8118,k141_11729,k141_10718,k141_414,k141_9405,k141_434,k141_11752,k141_507,k141_11762,k141_2962,k141_16878,k141_6541,k141_1627,k141_700,k141_1659,k141_8240,k141_908,k141_8302,k141_3125,k141_973,k141_16900,k141_16903,k141_16904,k141_9538,k141_18301,k141_18373,k141_3291,k141_9583,k141_3303,k141_3337,k141_10926,k141_16946,k141_10984,k141_11029,k141_1128,k141_1973,k141_19915,k141_6609,k141_16962,k141_3393,k141_6670,k141_20015,k141_8662,k141_18738,k141_13141,k141_2098,k141_18888,k141_18902,k141_8815,k141_11845,k141_18939,k141_18978,k141_8988,k141_18996,k141_19002,k141_5304,k141_4327,k141_12007,k141_19109,k141_19166,k141_6796,k141_6861,k141_12112,k141_7004,k141_19317,k141_15991,k141_17365,k141_17384,k141_5528,k141_14841,k141_14847,k141_5589,k141_14922,k141_9602,k141_14943,k141_15178,k141_17722,k141_4673,k141_16252,k141_15423,k141_16361,k141_7155,k141_17829,k141_4727,k141_17879,k141_13433,k141_11568,k141_20419,k141_20437,k141_16484,k141_16499,k141_5686,k141_16534,k141_16567,k141_20488,k141_16675,k141_4795,k141_4825,k141_9816,k141_20506,k141_7493,k141_20538,k141_20552,k141_16733,k141_13722,k141_13741,k141_20581,k141_20602,k141_13780,k141_6383,k141_10031,k141_6414,k141_16801,k141_16824,k141_16831,k141_7573,k141_20676,k141_20677,k141_10269,k141_7695,k141_7738,k141_14040,k141_12705,k141_12721,k141_12868,k141_14214                                                                                                                                                                                                                                                                                                                                                                                                             |
| Staphylococcus aureus         | 1280  | 0.008            | 726/1000      | 1.0000       | 1.0286     | final_contigs_5 | k141_16859,k141_9104,k141_3936,k141_7999,k141_323,k141_6497,k141_14388,k141_10885,k141_9561,k141_4189,k141_4217,k141_19948,k141_3538,k141_2055,k141_17121,k141_2280,k141_14514,k141_14575,k141_11262,k141_4395,k141_12077,k141_14606,k141_19209,k141_19221,k141_14832,k141_20244,k141_5621,k141_17674,k141_7045,k141_7057,k141_7092,k141_4691,k141_18095,k141_16525,k141_12505,k141_7337,k141_12535,k141_16764,k141_7534,k141_7556,k141_4986,k141_7630,k141_5165,k141_14124                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Limosilactobacillus fermentum | 1613  | 0.001            | 965/1000      | 0.9905       | 1.0096     | final_contigs_6 | k141_1320,k141_10389,k141_18191,k141_2648,k141_7808,k141_10521,k141_9172,k141_2767,k141_9385,k141_10744,k141_2852,k141_10788,k141_1568,k141_8199,k141_1608,k141_1637,k141_16889,k141_9503,k141_15719,k141_3088,k141_8321,k141_8345,k141_8361,k141_1779,k141_3256,k141_14458,k141_10888,k141_10913,k141_16932,k141_8491,k141_18730,k141_13083,k141_8986,k141_11242,k141_15786,k141_15833,k141_17194,k141_19191,k141_12081,k141_14620,k141_12086,k141_6921,k141_17273,k141_6934,k141_15941,k141_11312,k141_17370,k141_12264,k141_12287,k141_4445,k141_4548,k141_20335,k141_16364,k141_20349,k141_7184,k141_7245,k141_7303,k141_9727,k141_7445,k141_9828,k141_16744,k141_6349,k141_10013,k141_7548                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Salmonella enterica           | 28901 | 0.020            | 496/1000      | 0.9429       | 1.8485     | final_contigs_1 | k141_11667,k141_15584,k141_12972,k141_14278,k141_2657,k141_19504,k141_9207,k141_10634,k141_9250,k141_4028,k141_231,k141_1504,k141_8069,k141_308,k141_1559,k141_11749,k141_466,k141_10772,k141_10782,k141_11761,k141_4084,k141_19812,k141_18274,k141_14328,k141_6514,k141_8214,k141_1594,k141_4097,k141_10799,k141_694,k141_4141,k141_14352,k141_14361,k141_815,k141_8230,k141_1726,k141_1731,k141_14443,k141_1735,k141_10853,k141_8349,k141_4156,k141_18276,k141_9524,k141_8370,k141_3217,k141_18431,k141_6568,k141_1788,k141_10909,k141_9585,k141_1079,k141_10921,k141_5197,k141_18506,k141_1122,k141_11077,k141_19907,k141_8452,k141_6661,k141_4300,k141_16971,k141_5202,k141_5245,k141_20116,k141_5262,k141_17110,k141_6692,k141_13157,k141_20157,k141_6720,k141_2125,k141_11885,k141_3715,k141_15785,k141_17153,k141_11999,k141_2402,k141_4342,k141_15807,k141_11243,k141_15856,k141_14592,k141_6763,k141_12022,k141_20158,k141_12034,k141_12152,k141_14683,k141_19300,k141_11307,k141_15961,k141_17309,k141_14685,k141_16017,k141_12247,k141_13390,k141_17400,k141_17442,k141_17459,k141_11341,k141_12356,k141_20167,k141_16048,k141_14940,k141_12359,k141_12388,k141_4496,k141_20220,k141_17555,k141_9650,k141_16072,k141_4639,k141_16140,k141_4641,k141_4652,k141_19392,k141_16176,k141_4664,k141_15320,k141_16236,k141_17766,k141_12461,k141_4704,k141_17845,k141_11476,k141_7214,k141_16415,k141_4776,k141_7298,k141_18025,k141_7299,k141_20352,k141_13500,k141_13531,k141_7330,k141_20435,k141_13576,k141_16464,k141_9733,k141_9756,k141_18131,k141_16620,k141_16659,k141_12517,k141_16676,k141_16679,k141_11607,k141_12582,k141_9826,k141_5954,k141_12602,k141_7461,k141_12665,k141_16704,k141_9829,k141_11647,k141_6177,k141_13801,k141_20633,k141_10032,k141_16822,k141_4896,k141_10078,k141_7615,k141_5037,k141_13852,k141_5043,k141_13893,k141_7632,k141_7654,k141_5167,k141_7769,k141_13980,k141_12749,k141_14109,k141_12755,k141_14217 |
'-------------------------------+-------+------------------+---------------+--------------+------------+-----------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------'


FOCUS profile
Be cautious at species taxonomic level:
.-----------------------------------+--------------------.
| Species                           | relative_abundance |
+-----------------------------------+--------------------+
| Pseudomonas_aeruginosa            | 14.36              |
| Salmonella_enterica               | 11.99              |
| Escherichia_whittamii             | 5.30               |
| Bacillus_tequilensis              | 4.68               |
| Enterococcus_faecalis             | 4.38               |
| Listeria_monocytogenes            | 3.23               |
| Limosilactobacillus_fermentum     | 3.13               |
| Alteribacillus_iranensis          | 2.92               |
| Staphylococcus_schweitzeri        | 2.55               |
| Nanhaiella_sioensis               | 2.09               |
| Atopococcus_tabaci                | 1.89               |
| Mesotoga_prima                    | 1.72               |
| Bacillus_maqinnsis                | 1.69               |
| Escherichia_coli                  | 1.65               |
| Veronia_nyctiphanis               | 1.47               |
| Priestia_taiwanensis              | 1.24               |
| Desertibacillus_haloalkaliphilus  | 1.22               |
| Mycoplasmopsis_columbinasalis     | 1.13               |
| Pseudolactococcus_hodotermopsidis | 1.10               |
| Staphylococcus_aureus             | 1.09               |
'-----------------------------------+--------------------'
